MP,G|R,AverageProfit,Occurences,Pattern,Type
0.007062,1.321429,0.005344,65,9|4|4|2|1|5,bullish engulfing
0.007060,1.533333,0.004604,38,9|5|5|3|3|6,one white soldier
0.007057,1.466667,0.004812,37,3|2|2|2|2|4,bullish engulfing
0.007054,1.260870,0.005594,52,0|5|5|3|4|6,one white soldier
0.007050,1.000000,0.007050,46,10|6|6|0|0|1,bullish harami
0.007049,1.041667,0.006767,49,5|4|4|3|4|8,one white soldier
0.007048,1.184211,0.005952,83,10|6|6|2|2|3,bullish harami
0.007044,1.250000,0.005635,63,8|4|4|2|1|4,bullish engulfing
0.007041,1.312500,0.005364,37,5|3|3|1|0|3,bullish engulfing
0.007038,1.500000,0.004692,30,5|4|4|3|3|5,one white soldier
0.007036,1.235294,0.005696,38,0|4|4|4|3|10,bullish engulfing
0.007031,1.000000,0.007031,70,0|3|4|3|3|4,bullish harami
0.007028,1.461538,0.004808,32,3|5|5|5|4|7,bullish engulfing
0.007022,1.588235,0.004421,44,9|8|7|2|2|3,bullish harami
0.007019,1.055556,0.006649,37,10|5|4|1|2|6,one white soldier
0.007012,1.600000,0.004383,39,10|7|5|2|3|4,bullish harami
0.007010,1.000000,0.007010,40,2|3|4|2|1|8,bullish engulfing
0.007006,1.466667,0.004777,37,6|5|4|2|3|6,one white soldier
0.007004,1.384615,0.005058,31,2|3|4|1|3|7,one white soldier
0.007001,1.384615,0.005056,31,2|3|4|1|0|7,bullish engulfing
0.006993,1.300000,0.005379,46,0|6|6|4|4|7,one white soldier
0.006993,1.272727,0.005494,50,0|3|4|3|2|9,bullish engulfing
0.006989,1.857143,0.003763,40,5|5|5|1|3|3,bullish harami
0.006987,1.526316,0.004578,48,6|5|5|1|3|3,bullish harami
0.006986,1.555556,0.004491,46,0|4|3|3|3|5,one white soldier
0.006981,1.428571,0.004887,34,7|7|7|0|0|2,bullish harami
0.006973,1.263158,0.005521,43,1|4|5|3|3|7,one white soldier
0.006962,1.243902,0.005597,92,1|2|2|1|0|4,bullish engulfing
0.006960,1.105263,0.006297,40,0|3|3|3|2|3,bullish engulfing
0.006958,1.421053,0.004897,46,5|4|4|2|2|5,bullish engulfing
0.006951,1.909091,0.003641,32,8|7|6|3|4|5,bullish harami
0.006951,1.034483,0.006719,59,1|4|4|3|2|4,bullish engulfing
0.006947,1.045455,0.006645,45,4|4|4|0|2|2,bullish harami
0.006943,1.187500,0.005847,35,0|3|4|3|3|10,bullish engulfing
0.006943,1.187500,0.005847,35,6|6|6|0|2|3,bullish harami
0.006932,1.095238,0.006330,44,5|5|5|2|2|7,one white soldier
0.006928,1.000000,0.006928,38,8|4|4|1|1|4,bullish engulfing
0.006925,1.500000,0.004617,40,10|4|4|1|2|4,one white soldier
0.006924,1.066667,0.006491,31,0|6|5|5|4|7,bullish engulfing
0.006923,1.133333,0.006109,32,6|6|6|1|1|1,bullish harami
0.006923,1.363636,0.005077,52,0|0|1|0|0|7,bullish engulfing
0.006918,1.055556,0.006553,37,10|7|7|1|1|4,bullish harami
0.006915,1.195122,0.005786,90,8|4|4|1|2|6,one white soldier
0.006913,2.333333,0.002963,30,5|6|6|0|0|2,bullish harami
0.006891,1.235294,0.005579,38,6|4|3|2|1|4,bullish engulfing
0.006885,1.130435,0.006091,49,5|4|2|0|1|1,bullish harami
0.006877,1.333333,0.005158,35,3|5|5|4|4|6,one white soldier
0.006875,1.466667,0.004688,37,6|2|2|1|2|6,one white soldier
0.006875,1.200000,0.005729,33,1|4|4|2|2|8,bullish engulfing
0.006868,1.384615,0.004960,31,6|4|3|1|0|5,bullish engulfing
0.006867,1.117647,0.006144,36,1|1|2|2|2|6,bullish engulfing
0.006867,1.818182,0.003777,31,0|4|5|3|5|7,one white soldier
0.006864,1.280000,0.005362,57,1|3|2|1|1|6,one white soldier
0.006854,1.235294,0.005549,38,0|5|5|3|5|6,one white soldier
0.006854,1.360000,0.005039,59,1|6|6|4|4|5,bullish harami
0.006853,1.916667,0.003576,35,0|6|7|6|5|7,bullish engulfing
0.006847,1.266667,0.005406,34,8|4|4|0|1|3,bullish harami
0.006844,2.000000,0.003422,36,8|7|7|2|3|3,bullish harami
0.006843,1.025000,0.006676,81,7|3|3|3|2|4,bullish engulfing
0.006837,1.066667,0.006409,31,10|4|3|1|1|4,one white soldier
0.006836,2.153846,0.003174,41,7|6|4|0|1|2,bullish harami
0.006836,1.588235,0.004304,44,2|5|5|3|3|4,bullish harami
0.006835,1.333333,0.005126,42,1|3|3|2|2|3,bullish harami
0.006833,1.533333,0.004456,38,6|3|4|1|1|4,one white soldier
0.006822,1.217391,0.005603,51,6|6|3|1|1|2,bullish harami
0.006817,1.105263,0.006168,40,4|4|4|3|3|7,bullish engulfing
0.006816,1.062500,0.006415,33,8|8|8|0|0|3,bullish harami
0.006814,1.000000,0.006814,32,0|5|6|6|5|6,bullish engulfing
0.006810,1.052632,0.006469,39,0|6|6|5|5|6,one white soldier
0.006808,1.769231,0.003848,36,3|5|4|3|4|5,one white soldier
0.006803,1.576923,0.004314,67,6|5|6|2|2|4,bullish harami
0.006799,1.916667,0.003547,35,2|5|6|2|2|3,bullish harami
0.006797,1.384615,0.004909,31,7|6|7|2|3|5,bullish harami
0.006796,1.136364,0.005980,47,2|2|2|0|0|3,bullish engulfing
0.006788,1.666667,0.004073,40,6|4|4|2|0|5,bullish engulfing
0.006785,1.142857,0.005937,45,6|5|6|3|4|5,bullish harami
0.006785,1.307692,0.005188,30,0|6|6|4|3|10,bullish engulfing
0.006785,1.366667,0.004964,71,7|6|6|2|3|5,bullish harami
0.006775,1.166667,0.005807,39,3|5|5|3|3|6,bullish engulfing
0.006774,1.307692,0.005180,30,6|0|1|0|1|2,one white soldier
0.006771,1.692308,0.004001,35,0|4|6|5|5|6,bullish engulfing
0.006768,1.640000,0.004127,66,8|4|5|1|2|2,bullish harami
0.006761,1.428571,0.004733,34,3|6|6|3|4|8,one white soldier
0.006754,1.428571,0.004728,34,0|5|6|3|5|9,one white soldier
0.006753,1.437500,0.004698,39,7|3|3|1|2|8,one white soldier
0.006752,1.100000,0.006138,42,2|1|1|1|0|8,bullish engulfing
0.006752,1.142857,0.005908,30,5|4|5|3|2|5,bullish engulfing
0.006750,1.214286,0.005559,31,8|6|6|1|1|2,bullish harami
0.006747,1.260870,0.005351,52,4|3|3|2|2|8,bullish engulfing
0.006743,1.000000,0.006743,40,3|1|1|0|1|6,one white soldier
0.006742,1.187500,0.005677,35,1|4|4|4|4|5,one white soldier
0.006734,1.333333,0.005051,35,5|2|2|0|0|3,bullish engulfing
0.006734,1.357143,0.004962,33,1|5|5|2|2|6,bullish engulfing
0.006733,1.269231,0.005305,59,3|4|4|3|1|6,bullish engulfing
0.006731,1.142857,0.005890,30,7|4|3|1|0|5,bullish engulfing
0.006731,1.176471,0.005721,37,6|2|3|0|0|5,one white soldier
0.006724,1.250000,0.005379,36,7|4|5|1|2|6,one white soldier
0.006720,1.281250,0.005245,73,4|4|3|0|0|2,bullish harami
0.006720,1.444444,0.004652,66,10|7|7|2|3|5,bullish harami
0.006711,1.533333,0.004377,38,2|2|3|3|3|6,bullish engulfing
0.006706,1.470588,0.004560,42,6|7|7|0|1|1,bullish harami
0.006705,1.157895,0.005791,41,9|5|6|1|2|2,bullish harami
0.006703,1.285714,0.005213,32,0|7|8|7|7|9,bullish engulfing
0.006703,1.363636,0.004915,52,2|4|5|2|2|3,bullish harami
0.006699,1.322581,0.005065,72,3|1|2|0|1|5,one white soldier
0.006697,1.909091,0.003508,32,0|1|3|1|1|6,one white soldier
0.006696,1.000000,0.006696,30,4|4|4|0|1|7,one white soldier
0.006695,1.266667,0.005285,34,1|4|4|0|1|9,one white soldier
0.006693,1.411765,0.004741,41,5|2|3|1|1|3,one white soldier
0.006691,1.000000,0.006691,40,0|5|6|4|5|6,bullish harami
0.006690,1.235294,0.005416,76,0|5|4|3|4|6,one white soldier
0.006689,1.263158,0.005296,43,5|6|4|1|1|3,bullish harami
0.006684,1.500000,0.004456,30,3|4|5|4|4|8,bullish engulfing
0.006681,1.333333,0.005010,49,0|4|4|3|2|4,bullish engulfing
0.006679,1.312500,0.005089,37,3|5|5|3|3|8,bullish engulfing
0.006675,1.583333,0.004216,31,7|3|4|3|3|4,bullish harami
0.006669,1.933333,0.003449,44,4|5|5|4|4|6,one white soldier
0.006669,1.511628,0.004411,108,5|5|6|1|1|2,bullish harami
0.006667,1.206897,0.005524,64,1|1|2|0|0|6,one white soldier
0.006665,1.098039,0.006070,107,8|4|5|0|1|2,bullish harami
0.006664,1.764706,0.003776,47,7|7|7|2|3|3,bullish harami
0.006661,1.125000,0.005921,68,10|6|5|1|2|4,bullish harami
0.006658,1.066667,0.006242,31,4|4|3|1|2|8,one white soldier
0.006657,1.187500,0.005606,35,8|7|6|1|1|2,bullish harami
0.006656,1.150000,0.005788,43,4|4|4|0|2|6,one white soldier
0.006655,1.333333,0.004992,49,5|5|6|2|3|5,bullish harami
0.006650,1.142857,0.005818,30,5|2|3|1|2|7,one white soldier
0.006646,1.062500,0.006255,33,2|4|4|4|2|6,bullish engulfing
0.006646,1.500000,0.004431,40,2|4|4|3|3|4,bullish harami
0.006644,1.095238,0.006067,44,2|6|6|4|5|9,one white soldier
0.006643,1.578947,0.004208,49,3|3|4|3|3|8,one white soldier
0.006643,1.095238,0.006065,44,3|3|3|2|2|5,bullish engulfing
0.006643,1.296296,0.005124,62,0|4|5|4|4|5,bullish engulfing
0.006641,1.208333,0.005496,53,2|2|1|1|0|5,bullish engulfing
0.006627,1.200000,0.005523,44,2|5|5|4|4|9,one white soldier
0.006625,1.428571,0.004637,34,3|1|3|2|1|4,bullish engulfing
0.006624,1.238095,0.005351,47,6|2|1|0|0|4,one white soldier
0.006619,1.307692,0.005062,30,3|4|4|0|2|6,one white soldier
0.006618,1.909091,0.003467,64,8|6|5|1|1|4,bullish harami
0.006618,1.040000,0.006363,51,5|4|3|2|2|3,one white soldier
0.006615,2.000000,0.003307,30,2|6|5|1|1|3,bullish harami
0.006606,1.200000,0.005505,66,0|6|6|5|5|5,bullish harami
0.006604,1.562500,0.004226,41,5|3|4|1|2|8,one white soldier
0.006603,1.040000,0.006349,51,6|5|4|3|2|6,bullish engulfing
0.006599,1.142857,0.005774,45,1|5|4|3|3|5,one white soldier
0.006591,1.187500,0.005550,35,0|7|7|4|5|5,bullish harami
0.006590,1.000000,0.006590,48,5|4|3|1|2|6,one white soldier
0.006588,1.363636,0.004831,52,1|6|6|5|6|8,one white soldier
0.006587,1.533333,0.004296,38,4|6|6|1|2|4,bullish harami
0.006583,1.250000,0.005266,36,8|5|6|1|3|4,bullish harami
0.006573,1.307692,0.005027,30,4|2|3|2|2|4,bullish engulfing
0.006573,1.500000,0.004382,50,6|3|4|1|3|5,one white soldier
0.006569,1.187500,0.005532,35,1|4|6|4|5|8,one white soldier
0.006567,1.160714,0.005658,121,4|3|2|0|1|6,one white soldier
0.006562,1.000000,0.006562,30,5|5|5|1|2|6,one white soldier
0.006561,1.086957,0.006036,48,0|4|4|3|3|8,bullish engulfing
0.006561,1.333333,0.004921,49,3|4|4|2|2|7,one white soldier
0.006558,1.250000,0.005246,36,5|6|6|2|4|5,bullish harami
0.006556,1.611111,0.004069,47,5|2|1|0|1|3,one white soldier
0.006556,1.631579,0.004018,50,0|4|4|2|4|7,one white soldier
0.006555,1.000000,0.006555,34,8|8|8|3|4|5,bullish harami
0.006549,1.350000,0.004851,47,0|3|3|1|3|7,one white soldier
0.006544,1.142857,0.005726,30,7|5|6|0|1|3,bullish harami
0.006543,1.500000,0.004362,35,6|2|2|1|0|6,bullish engulfing
0.006541,1.205128,0.005427,86,0|2|2|2|2|7,one white soldier
0.006535,1.055556,0.006191,37,4|3|2|0|0|4,one white soldier
0.006529,1.173913,0.005561,50,1|3|3|2|3|9,one white soldier
0.006527,1.375000,0.004747,76,3|3|2|0|1|4,one white soldier
0.006525,1.290323,0.005057,71,2|4|5|3|4|7,one white soldier
0.006524,1.318182,0.004949,51,0|5|6|5|5|6,bullish harami
0.006523,1.068966,0.006102,60,5|2|2|0|1|4,one white soldier
0.006523,1.238095,0.005269,47,1|1|4|2|3|6,one white soldier
0.006522,1.538462,0.004239,33,4|4|3|2|0|4,bullish engulfing
0.006516,1.384615,0.004706,31,8|5|5|5|4|6,bullish engulfing
0.006516,1.388889,0.004691,43,4|2|2|1|2|4,one white soldier
0.006515,1.578947,0.004126,49,2|2|4|3|3|5,one white soldier
0.006512,1.352941,0.004813,40,8|7|7|3|4|6,bullish harami
0.006511,1.421053,0.004582,46,8|6|7|2|3|4,bullish harami
0.006510,1.068966,0.006090,60,3|3|3|1|0|5,bullish engulfing
0.006509,1.437500,0.004528,39,6|4|4|0|1|5,one white soldier
0.006509,1.100000,0.005917,42,4|3|4|2|2|6,bullish engulfing
0.006508,1.277778,0.005093,41,0|4|7|4|5|6,bullish harami
0.006507,1.190476,0.005466,46,6|2|2|2|1|3,bullish engulfing
0.006506,1.000000,0.006506,40,0|7|7|6|5|7,bullish engulfing
0.006506,1.239130,0.005251,103,8|6|5|1|2|4,bullish harami
0.006492,1.607143,0.004040,73,5|2|2|1|0|3,bullish engulfing
0.006492,1.000000,0.006492,32,2|3|3|2|3|6,one white soldier
0.006491,1.235294,0.005254,38,0|2|2|2|1|7,bullish engulfing
0.006484,1.285714,0.005043,32,5|2|1|0|0|3,bullish engulfing
0.006481,1.318182,0.004917,51,0|2|5|4|3|6,bullish engulfing
0.006479,1.078947,0.006005,79,5|3|3|0|0|4,one white soldier
0.006476,1.000000,0.006476,38,3|3|3|2|3|7,one white soldier
0.006474,1.263158,0.005125,43,5|5|5|3|1|6,bullish engulfing
0.006474,1.538462,0.004208,33,3|4|5|4|4|5,one white soldier
0.006470,1.025641,0.006308,79,7|3|2|1|1|4,bullish engulfing
0.006468,1.105263,0.005852,40,0|4|4|3|4|10,one white soldier
0.006467,1.066667,0.006062,31,3|6|6|5|4|7,bullish engulfing
0.006466,1.227273,0.005268,98,6|1|1|0|1|3,one white soldier
0.006465,1.450000,0.004459,49,5|4|2|0|0|1,bullish harami
0.006461,1.111111,0.005815,38,9|5|5|2|4|6,one white soldier
0.006459,1.096774,0.005889,65,2|2|3|2|1|6,bullish engulfing
0.006457,1.727273,0.003738,30,0|3|6|2|3|5,bullish harami
0.006452,1.142857,0.005646,30,7|5|5|1|2|8,one white soldier
0.006452,1.235955,0.005220,199,8|4|4|1|1|3,bullish harami
0.006449,1.137255,0.005670,109,7|5|6|0|1|2,bullish harami
0.006448,1.050000,0.006141,41,4|4|4|3|0|5,bullish engulfing
0.006447,1.294118,0.004982,39,2|6|5|2|2|3,bullish harami
0.006440,1.200000,0.005367,44,7|5|4|1|3|3,bullish harami
0.006432,1.034483,0.006217,59,3|1|2|1|0|7,bullish engulfing
0.006430,1.125000,0.005716,34,2|2|3|2|2|5,bullish engulfing
0.006428,1.068966,0.006013,60,9|6|6|0|1|1,bullish harami
0.006426,1.000000,0.006426,40,6|4|3|3|2|6,bullish engulfing
0.006424,1.629630,0.003942,71,6|4|3|2|2|3,bullish engulfing
0.006423,1.526316,0.004208,48,6|4|2|1|0|2,bullish engulfing
0.006422,1.222222,0.005254,60,1|5|4|2|3|5,one white soldier
0.006419,1.103448,0.005817,61,8|4|4|1|2|5,one white soldier
0.006418,1.478261,0.004342,57,1|3|4|2|1|6,bullish engulfing
0.006416,1.076923,0.005958,54,5|5|4|2|2|5,one white soldier
0.006402,1.466667,0.004365,37,5|5|5|0|1|5,bullish harami
0.006399,1.250000,0.005120,36,1|1|4|2|3|7,one white soldier
0.006393,1.294118,0.004940,39,5|5|5|1|1|4,bullish harami
0.006391,1.066667,0.005992,31,5|2|3|3|2|4,bullish engulfing
0.006390,1.055556,0.006053,37,0|6|6|5|4|9,bullish engulfing
0.006389,1.320000,0.004840,58,9|5|5|1|3|4,bullish harami
0.006388,1.111111,0.005749,38,0|3|4|3|1|5,bullish engulfing
0.006387,1.333333,0.004790,35,2|6|6|4|5|7,one white soldier
0.006385,1.142857,0.005587,30,6|5|6|3|4|9,one white soldier
0.006383,1.500000,0.004256,30,1|6|6|3|4|8,one white soldier
0.006382,1.319149,0.004838,218,8|6|6|1|2|3,bullish harami
0.006380,1.200000,0.005317,33,4|5|5|2|3|8,one white soldier
0.006380,1.600000,0.003987,39,2|3|4|0|1|5,one white soldier
0.006379,1.310345,0.004868,67,8|4|4|1|3|5,one white soldier
0.006372,1.250000,0.005098,36,6|4|4|2|2|5,one white soldier
0.006371,1.388889,0.004587,43,6|3|2|2|1|2,bullish engulfing
0.006369,1.357143,0.004693,33,0|2|2|0|1|5,one white soldier
0.006368,1.666667,0.003821,40,0|8|8|6|6|7,bullish harami
0.006365,1.687500,0.003772,43,5|4|5|1|2|2,bullish harami
0.006362,1.148148,0.005541,58,6|3|1|0|1|3,one white soldier
0.006361,1.705882,0.003729,46,6|7|7|1|2|4,bullish harami
0.006360,1.437500,0.004425,39,2|6|6|5|4|7,bullish engulfing
0.006359,1.400000,0.004542,36,0|2|4|3|2|5,bullish engulfing
0.006358,1.055556,0.006023,37,1|1|1|1|1|6,bullish engulfing
0.006357,1.631579,0.003896,50,0|1|1|1|1|5,bullish engulfing
0.006352,1.714286,0.003705,38,3|4|4|3|4|9,one white soldier
0.006349,1.000000,0.006349,38,2|5|4|2|3|4,bullish harami
0.006338,1.411765,0.004489,82,0|2|2|2|1|4,bullish engulfing
0.006338,1.285714,0.004929,32,9|5|5|3|3|4,bullish harami
0.006335,1.000000,0.006335,36,0|3|3|1|0|6,bullish engulfing
0.006334,1.583333,0.004001,31,5|4|3|2|0|5,bullish engulfing
0.006334,1.384615,0.004575,31,4|4|5|2|4|6,one white soldier
0.006326,1.111111,0.005693,57,3|3|3|0|0|4,bullish engulfing
0.006322,1.041667,0.006069,49,9|3|3|1|2|3,bullish harami
0.006321,1.454545,0.004345,54,0|1|2|0|0|6,one white soldier
0.006319,1.421053,0.004447,46,7|3|4|1|1|5,one white soldier
0.006318,1.428571,0.004423,34,5|4|3|0|1|8,one white soldier
0.006316,1.047619,0.006029,43,5|3|3|0|1|2,bullish harami
0.006316,1.562500,0.004042,41,4|3|4|1|2|6,one white soldier
0.006313,1.437500,0.004391,39,0|3|4|2|2|3,bullish harami
0.006312,1.136364,0.005554,47,6|5|6|1|1|3,bullish harami
0.006310,1.176471,0.005363,37,2|1|1|0|1|5,one white soldier
0.006309,1.160000,0.005439,54,0|3|5|4|4|8,one white soldier
0.006299,1.384615,0.004549,31,2|3|5|3|4|9,one white soldier
0.006293,1.190476,0.005286,46,7|6|5|2|3|5,bullish harami
0.006291,1.533333,0.004103,38,5|4|4|2|1|4,bullish engulfing
0.006290,1.000000,0.006290,32,8|4|4|0|1|2,bullish harami
0.006290,1.129032,0.005571,66,0|5|6|4|4|5,bullish harami
0.006290,1.111111,0.005661,38,3|6|6|4|5|7,one white soldier
0.006281,1.187500,0.005290,70,6|2|3|1|0|3,bullish engulfing
0.006279,1.846154,0.003401,37,2|4|4|2|2|6,one white soldier
0.006278,1.351351,0.004646,87,1|2|2|1|1|4,one white soldier
0.006278,1.000000,0.006278,52,1|6|7|6|6|8,bullish engulfing
0.006275,1.384615,0.004532,62,2|4|4|1|2|2,bullish harami
0.006275,1.086957,0.005773,48,4|2|3|0|2|7,one white soldier
0.006273,1.076923,0.005825,54,0|7|7|6|7|9,one white soldier
0.006270,1.642857,0.003816,37,8|2|2|1|1|5,bullish engulfing
0.006267,1.190476,0.005264,46,7|4|4|2|3|8,one white soldier
0.006265,1.928571,0.003249,41,3|5|6|2|3|3,bullish harami
0.006263,1.187500,0.005274,35,0|7|7|6|6|7,one white soldier
0.006261,1.227273,0.005102,49,1|3|3|3|2|8,bullish engulfing
0.006248,1.200000,0.005207,55,6|5|4|2|3|4,one white soldier
0.006247,1.291667,0.004836,55,3|1|2|0|1|4,one white soldier
0.006245,1.086957,0.005746,48,2|4|4|1|1|6,bullish engulfing
0.006244,1.466667,0.004257,37,6|6|6|4|5|8,one white soldier
0.006242,1.480000,0.004218,62,0|4|5|4|2|6,bullish engulfing
0.006238,1.000000,0.006238,32,6|5|3|2|2|4,one white soldier
0.006232,1.307692,0.004766,30,5|5|5|0|1|4,bullish harami
0.006225,1.500000,0.004150,40,0|4|3|2|3|8,one white soldier
0.006218,1.136364,0.005471,47,8|3|4|0|1|5,one white soldier
0.006215,1.407407,0.004416,65,9|7|6|1|2|5,bullish harami
0.006214,1.142857,0.005438,30,9|4|3|1|1|3,bullish harami
0.006208,1.312500,0.004730,37,1|5|5|4|4|9,one white soldier
0.006204,1.181818,0.005250,48,6|4|4|3|4|5,one white soldier
0.006199,1.485714,0.004173,87,5|2|3|1|2|6,one white soldier
0.006199,1.184211,0.005235,83,7|4|4|0|1|6,one white soldier
0.006196,1.285714,0.004819,48,5|5|4|2|3|6,one white soldier
0.006196,1.150000,0.005388,43,3|3|4|3|2|6,bullish engulfing
0.006195,1.428571,0.004336,34,7|4|4|1|1|5,bullish engulfing
0.006194,1.642857,0.003770,37,9|5|5|1|1|1,bullish harami
0.006186,1.253968,0.004933,142,0|5|6|5|5|7,one white soldier
0.006178,1.277778,0.004835,41,8|5|5|2|3|3,bullish harami
0.006173,1.000000,0.006173,30,2|5|5|2|4|7,one white soldier
0.006172,1.178571,0.005237,61,5|4|3|0|1|6,one white soldier
0.006171,1.189189,0.005189,81,0|5|4|3|3|5,bullish engulfing
0.006162,1.000000,0.006162,38,1|5|5|5|4|6,bullish engulfing
0.006162,1.428571,0.004313,34,3|3|3|0|0|3,bullish harami
0.006159,1.318182,0.004672,51,6|6|5|2|3|6,one white soldier
0.006159,1.533333,0.004017,76,0|5|5|2|3|6,one white soldier
0.006157,1.130435,0.005447,49,4|3|2|1|2|5,one white soldier
0.006154,1.583333,0.003887,31,7|2|3|1|1|3,bullish harami
0.006154,1.468750,0.004190,79,0|2|4|3|3|7,one white soldier
0.006153,1.277778,0.004815,41,8|7|7|3|4|4,bullish harami
0.006153,1.666667,0.003692,32,5|6|6|3|4|5,bullish harami
0.006152,1.388889,0.004430,43,6|3|5|1|2|3,bullish harami
0.006147,1.318182,0.004663,51,6|3|3|3|1|4,bullish engulfing
0.006144,1.250000,0.004915,54,0|7|7|6|7|8,one white soldier
0.006142,1.272727,0.004826,75,7|4|4|0|1|3,bullish harami
0.006142,1.133333,0.005419,64,8|4|3|2|0|4,bullish engulfing
0.006140,1.666667,0.003684,40,10|6|6|2|4|5,bullish harami
0.006138,1.187500,0.005169,35,1|4|5|1|2|7,one white soldier
0.006136,1.228571,0.004994,78,0|6|6|3|4|7,one white soldier
0.006136,1.212121,0.005062,73,0|3|4|3|4|8,one white soldier
0.006130,1.360000,0.004508,59,5|6|5|1|1|3,bullish harami
0.006128,1.190476,0.005147,46,0|4|5|5|4|5,bullish engulfing
0.006122,1.000000,0.006122,30,7|4|3|2|2|3,bullish harami
0.006121,1.142857,0.005356,30,8|6|5|0|1|5,bullish harami
0.006120,1.750000,0.003497,33,0|1|1|1|1|4,bullish engulfing
0.006119,1.333333,0.004589,63,7|5|5|2|3|5,bullish harami
0.006119,1.238095,0.004942,47,8|5|6|0|2|3,bullish harami
0.006118,1.192982,0.005128,125,7|3|3|2|2|4,bullish engulfing
0.006113,1.318182,0.004637,51,4|3|4|2|1|5,bullish engulfing
0.006109,1.142857,0.005345,30,4|4|4|2|1|7,bullish engulfing
0.006108,1.250000,0.004887,36,9|8|8|2|3|5,bullish harami
0.006100,1.285714,0.004745,32,7|5|6|0|1|5,bullish harami
0.006099,1.153846,0.005286,84,6|4|3|1|0|4,bullish engulfing
0.006099,1.411765,0.004320,41,8|5|4|2|2|2,bullish harami
0.006089,1.111111,0.005480,57,5|3|3|2|2|4,bullish engulfing
0.006089,1.666667,0.003654,32,8|6|5|1|1|2,bullish harami
0.006087,1.207317,0.005041,181,1|1|2|1|1|6,one white soldier
0.006083,1.684211,0.003612,51,4|6|6|4|5|7,one white soldier
0.006082,1.255319,0.004845,106,5|4|4|1|2|2,bullish harami
0.006077,1.615385,0.003762,34,9|6|5|4|3|6,bullish engulfing
0.006077,1.333333,0.004558,49,6|4|2|0|0|3,one white soldier
0.006077,1.875000,0.003241,46,3|1|1|0|1|4,one white soldier
0.006070,1.200000,0.005058,33,4|2|2|2|2|4,one white soldier
0.006057,1.233333,0.004911,67,1|3|4|4|3|5,bullish engulfing
0.006056,1.533333,0.003949,38,9|4|4|1|1|2,bullish harami
0.006055,1.176471,0.005146,37,6|4|3|1|2|3,bullish harami
0.006053,1.052632,0.005751,39,5|2|1|1|1|2,bullish engulfing
0.006052,1.363636,0.004438,52,0|3|3|2|2|3,bullish engulfing
0.006039,1.103448,0.005473,61,5|3|3|2|2|5,bullish engulfing
0.006026,1.000000,0.006026,38,5|4|3|1|1|3,bullish engulfing
0.006025,1.214286,0.004962,31,5|5|3|2|1|5,bullish engulfing
0.006025,1.384615,0.004351,31,6|4|3|1|1|6,bullish engulfing
0.006020,1.062500,0.005666,33,1|5|6|2|3|3,bullish harami
0.006020,1.000000,0.006020,40,7|5|4|1|0|6,bullish engulfing
0.006017,1.233333,0.004879,67,2|3|3|3|2|6,bullish engulfing
0.006016,1.190476,0.005053,46,6|3|3|0|1|4,one white soldier
0.006015,1.055556,0.005699,37,10|3|2|0|1|3,one white soldier
0.006010,1.400000,0.004293,36,4|6|4|0|0|1,bullish harami
0.006010,1.333333,0.004507,56,2|5|5|1|2|6,one white soldier
0.006006,1.500000,0.004004,30,7|4|2|2|0|3,bullish engulfing
0.006002,1.571429,0.003820,54,8|3|4|1|2|5,one white soldier
0.006002,1.500000,0.004002,55,2|1|2|1|1|8,one white soldier
0.006002,1.714286,0.003501,38,1|4|4|2|4|7,one white soldier
0.006001,1.178571,0.005092,61,8|4|4|2|3|7,one white soldier
0.006000,1.464286,0.004098,69,6|4|5|2|2|3,bullish harami
0.005995,1.157895,0.005177,82,3|5|5|2|2|4,bullish harami
0.005994,1.027027,0.005836,75,0|5|5|3|3|6,one white soldier
0.005993,1.173913,0.005105,50,3|4|3|1|2|3,bullish harami
0.005989,1.484848,0.004033,82,0|4|3|1|2|6,one white soldier
